WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000008:2 DISTRICT:000000010000000008:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:00000001000000000a:2 DISTRICT:00000001000000000a:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:0000000100000000030000000518:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000003:2 DISTRICT:000000010000000003:3
CUSTOMER:0000000100000000070000000828:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000007:2 DISTRICT:000000010000000007:3
CUSTOMER:0000000100000000090000000b2c:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:000000010000000005000000089a:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000005:2 DISTRICT:000000010000000005:3
CUSTOMER:00000001000000000900000004a8:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:0000000100000000020000000a20:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000002:2 DISTRICT:000000010000000002:3
CUSTOMER:00000001000000000500000001e8:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000005:2 DISTRICT:000000010000000005:3
CUSTOMER:00000001000000000400000000b6:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
CUSTOMER:000000010000000009000000092e:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:00000001000000000400000000a2:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
CUSTOMER:0000000100000000020000000930:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000002:2 DISTRICT:000000010000000002:3
CUSTOMER:0000000100000000010000000515:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
CUSTOMER:0000000100000000040000000530:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
CUSTOMER:0000000100000000010000000176:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
STOCK:000000010000003773:1:o STOCK:000000010000003773:1:p STOCK:000000010000003773:1:q STOCK:0000000100000152fa:1:c STOCK:0000000100000152fa:1:e STOCK:0000000100000152fa:1:n STOCK:0000000100000152fa:1:o STOCK:0000000100000152fa:1:p STOCK:0000000100000152fa:1:q STOCK:000000010000012657:1:c STOCK:000000010000012657:1:e STOCK:000000010000012657:1:n STOCK:000000010000012657:1:o STOCK:000000010000012657:1:p STOCK:000000010000012657:1:q
STOCK:0000000100000000d7:1:n STOCK:0000000100000000d7:1:o STOCK:0000000100000000d7:1:p STOCK:0000000100000000d7:1:q STOCK:000000010000011157:1:c STOCK:000000010000011157:1:g STOCK:000000010000011157:1:n STOCK:000000010000011157:1:o STOCK:000000010000011157:1:p STOCK:000000010000011157:1:q STOCK:000000010000001d7b:1:c STOCK:000000010000001d7b:1:g STOCK:000000010000001d7b:1:n STOCK:000000010000001d7b:1:o STOCK:000000010000001d7b:1:p
STOCK:0000000100000000d7:1:g STOCK:0000000100000000d7:1:n STOCK:0000000100000000d7:1:o STOCK:0000000100000000d7:1:p STOCK:0000000100000000d7:1:q STOCK:000000010000011157:1:c STOCK:000000010000011157:1:g STOCK:000000010000011157:1:n STOCK:000000010000011157:1:o STOCK:000000010000011157:1:p STOCK:000000010000011157:1:q STOCK:000000010000001d7b:1:c STOCK:000000010000001d7b:1:g STOCK:000000010000001d7b:1:n STOCK:000000010000001d7b:1:o
STOCK:0000000100000000d7:1:c STOCK:0000000100000000d7:1:g STOCK:0000000100000000d7:1:n STOCK:0000000100000000d7:1:o STOCK:0000000100000000d7:1:p STOCK:0000000100000000d7:1:q STOCK:000000010000011157:1:c STOCK:000000010000011157:1:g STOCK:000000010000011157:1:n STOCK:000000010000011157:1:o STOCK:000000010000011157:1:p STOCK:000000010000011157:1:q STOCK:000000010000001d7b:1:c STOCK:000000010000001d7b:1:g STOCK:000000010000001d7b:1:n
ITEM:0001577f:1:d ITEM:0001577f:1:e ITEM:0001517e:1:c ITEM:0001517e:1:d ITEM:0001517e:1:e ITEM:0000b46d:1:c ITEM:0000b46d:1:d ITEM:0000b46d:1:e ITEM:0000564c:1:c ITEM:0000564c:1:d ITEM:0000564c:1:e ITEM:000076bb:1:c ITEM:000076bb:1:d ITEM:000076bb:1:e WAREHOUSE:00000001:2:h
STOCK:00000001000000f66b:1:q STOCK:0000000100000000d7:1:c STOCK:0000000100000000d7:1:g STOCK:0000000100000000d7:1:n STOCK:0000000100000000d7:1:o STOCK:0000000100000000d7:1:p STOCK:0000000100000000d7:1:q STOCK:000000010000011157:1:c STOCK:000000010000011157:1:g STOCK:000000010000011157:1:n STOCK:000000010000011157:1:o STOCK:000000010000011157:1:p STOCK:000000010000011157:1:q STOCK:000000010000001d7b:1:c STOCK:000000010000001d7b:1:g
STOCK:00000001000000f66b:1:p STOCK:00000001000000f66b:1:q STOCK:0000000100000000d7:1:c STOCK:0000000100000000d7:1:g STOCK:0000000100000000d7:1:n STOCK:0000000100000000d7:1:o STOCK:0000000100000000d7:1:p STOCK:0000000100000000d7:1:q STOCK:000000010000011157:1:c STOCK:000000010000011157:1:g STOCK:000000010000011157:1:n STOCK:000000010000011157:1:o STOCK:000000010000011157:1:p STOCK:000000010000011157:1:q STOCK:000000010000001d7b:1:c
STOCK:00000001000000f66b:1:o STOCK:00000001000000f66b:1:p STOCK:00000001000000f66b:1:q STOCK:0000000100000000d7:1:c STOCK:0000000100000000d7:1:g STOCK:0000000100000000d7:1:n STOCK:0000000100000000d7:1:o STOCK:0000000100000000d7:1:p STOCK:0000000100000000d7:1:q STOCK:000000010000011157:1:c STOCK:000000010000011157:1:g STOCK:000000010000011157:1:n STOCK:000000010000011157:1:o STOCK:000000010000011157:1:p STOCK:000000010000011157:1:q
STOCK:00000001000000f66b:1:n STOCK:00000001000000f66b:1:o STOCK:00000001000000f66b:1:p STOCK:00000001000000f66b:1:q STOCK:0000000100000000d7:1:c STOCK:0000000100000000d7:1:g STOCK:0000000100000000d7:1:n STOCK:0000000100000000d7:1:o STOCK:0000000100000000d7:1:p STOCK:0000000100000000d7:1:q STOCK:000000010000011157:1:c STOCK:000000010000011157:1:g STOCK:000000010000011157:1:n STOCK:000000010000011157:1:o STOCK:000000010000011157:1:p
STOCK:00000001000000f66b:1:g STOCK:00000001000000f66b:1:n STOCK:00000001000000f66b:1:o STOCK:00000001000000f66b:1:p STOCK:00000001000000f66b:1:q STOCK:0000000100000000d7:1:c STOCK:0000000100000000d7:1:g STOCK:0000000100000000d7:1:n STOCK:0000000100000000d7:1:o STOCK:0000000100000000d7:1:p STOCK:0000000100000000d7:1:q STOCK:000000010000011157:1:c STOCK:000000010000011157:1:g STOCK:000000010000011157:1:n STOCK:000000010000011157:1:o
STOCK:00000001000000f66b:1:c STOCK:00000001000000f66b:1:g STOCK:00000001000000f66b:1:n STOCK:00000001000000f66b:1:o STOCK:00000001000000f66b:1:p STOCK:00000001000000f66b:1:q STOCK:0000000100000000d7:1:c STOCK:0000000100000000d7:1:g STOCK:0000000100000000d7:1:n STOCK:0000000100000000d7:1:o STOCK:0000000100000000d7:1:p STOCK:0000000100000000d7:1:q STOCK:000000010000011157:1:c STOCK:000000010000011157:1:g STOCK:000000010000011157:1:n
DISTRICT:000000010000000004:1:k CUSTOMER:000000010000000004000000038f:1:f CUSTOMER:000000010000000004000000038f:1:n CUSTOMER:000000010000000004000000038f:1:p STOCK:0000000100000096fb:1:c STOCK:0000000100000096fb:1:g STOCK:0000000100000096fb:1:n STOCK:0000000100000096fb:1:o STOCK:0000000100000096fb:1:p STOCK:0000000100000096fb:1:q STOCK:00000001000000997b:1:c STOCK:00000001000000997b:1:g STOCK:00000001000000997b:1:n STOCK:00000001000000997b:1:o STOCK:00000001000000997b:1:p
STOCK:00000001000000ff7f:1:q STOCK:00000001000000f66b:1:c STOCK:00000001000000f66b:1:g STOCK:00000001000000f66b:1:n STOCK:00000001000000f66b:1:o STOCK:00000001000000f66b:1:p STOCK:00000001000000f66b:1:q STOCK:0000000100000000d7:1:c STOCK:0000000100000000d7:1:g STOCK:0000000100000000d7:1:n STOCK:0000000100000000d7:1:o STOCK:0000000100000000d7:1:p STOCK:0000000100000000d7:1:q STOCK:000000010000011157:1:c STOCK:000000010000011157:1:g
STOCK:00000001000000ff7f:1:p STOCK:00000001000000ff7f:1:q STOCK:00000001000000f66b:1:c STOCK:00000001000000f66b:1:g STOCK:00000001000000f66b:1:n STOCK:00000001000000f66b:1:o STOCK:00000001000000f66b:1:p STOCK:00000001000000f66b:1:q STOCK:0000000100000000d7:1:c STOCK:0000000100000000d7:1:g STOCK:0000000100000000d7:1:n STOCK:0000000100000000d7:1:o STOCK:0000000100000000d7:1:p STOCK:0000000100000000d7:1:q STOCK:000000010000011157:1:c
STOCK:00000001000000ff7f:1:o STOCK:00000001000000ff7f:1:p STOCK:00000001000000ff7f:1:q STOCK:00000001000000f66b:1:c STOCK:00000001000000f66b:1:g STOCK:00000001000000f66b:1:n STOCK:00000001000000f66b:1:o STOCK:00000001000000f66b:1:p STOCK:00000001000000f66b:1:q STOCK:0000000100000000d7:1:c STOCK:0000000100000000d7:1:g STOCK:0000000100000000d7:1:n STOCK:0000000100000000d7:1:o STOCK:0000000100000000d7:1:p STOCK:0000000100000000d7:1:q
STOCK:00000001000000ff7f:1:n STOCK:00000001000000ff7f:1:o STOCK:00000001000000ff7f:1:p STOCK:00000001000000ff7f:1:q STOCK:00000001000000f66b:1:c STOCK:00000001000000f66b:1:g STOCK:00000001000000f66b:1:n STOCK:00000001000000f66b:1:o STOCK:00000001000000f66b:1:p STOCK:00000001000000f66b:1:q STOCK:0000000100000000d7:1:c STOCK:0000000100000000d7:1:g STOCK:0000000100000000d7:1:n STOCK:0000000100000000d7:1:o STOCK:0000000100000000d7:1:p
STOCK:00000001000000ff7f:1:g STOCK:00000001000000ff7f:1:n STOCK:00000001000000ff7f:1:o STOCK:00000001000000ff7f:1:p STOCK:00000001000000ff7f:1:q STOCK:00000001000000f66b:1:c STOCK:00000001000000f66b:1:g STOCK:00000001000000f66b:1:n STOCK:00000001000000f66b:1:o STOCK:00000001000000f66b:1:p STOCK:00000001000000f66b:1:q STOCK:0000000100000000d7:1:c STOCK:0000000100000000d7:1:g STOCK:0000000100000000d7:1:n STOCK:0000000100000000d7:1:o
STOCK:00000001000000ff7f:1:c STOCK:00000001000000ff7f:1:g STOCK:00000001000000ff7f:1:n STOCK:00000001000000ff7f:1:o STOCK:00000001000000ff7f:1:p STOCK:00000001000000ff7f:1:q STOCK:00000001000000f66b:1:c STOCK:00000001000000f66b:1:g STOCK:00000001000000f66b:1:n STOCK:00000001000000f66b:1:o STOCK:00000001000000f66b:1:p STOCK:00000001000000f66b:1:q STOCK:0000000100000000d7:1:c STOCK:0000000100000000d7:1:g STOCK:0000000100000000d7:1:n
STOCK:000000010000003cfa:1:q STOCK:00000001000000ff7f:1:c STOCK:00000001000000ff7f:1:g STOCK:00000001000000ff7f:1:n STOCK:00000001000000ff7f:1:o STOCK:00000001000000ff7f:1:p STOCK:00000001000000ff7f:1:q STOCK:00000001000000f66b:1:c STOCK:00000001000000f66b:1:g STOCK:00000001000000f66b:1:n STOCK:00000001000000f66b:1:o STOCK:00000001000000f66b:1:p STOCK:00000001000000f66b:1:q STOCK:0000000100000000d7:1:c STOCK:0000000100000000d7:1:g
STOCK:000000010000003cfa:1:p STOCK:000000010000003cfa:1:q STOCK:00000001000000ff7f:1:c STOCK:00000001000000ff7f:1:g STOCK:00000001000000ff7f:1:n STOCK:00000001000000ff7f:1:o STOCK:00000001000000ff7f:1:p STOCK:00000001000000ff7f:1:q STOCK:00000001000000f66b:1:c STOCK:00000001000000f66b:1:g STOCK:00000001000000f66b:1:n STOCK:00000001000000f66b:1:o STOCK:00000001000000f66b:1:p STOCK:00000001000000f66b:1:q STOCK:0000000100000000d7:1:c
STOCK:000000010000003cfa:1:o STOCK:000000010000003cfa:1:p STOCK:000000010000003cfa:1:q STOCK:00000001000000ff7f:1:c STOCK:00000001000000ff7f:1:g STOCK:00000001000000ff7f:1:n STOCK:00000001000000ff7f:1:o STOCK:00000001000000ff7f:1:p STOCK:00000001000000ff7f:1:q STOCK:00000001000000f66b:1:c STOCK:00000001000000f66b:1:g STOCK:00000001000000f66b:1:n STOCK:00000001000000f66b:1:o STOCK:00000001000000f66b:1:p STOCK:00000001000000f66b:1:q
STOCK:0000000100000000d6:1:c STOCK:0000000100000000d6:1:i STOCK:0000000100000000d6:1:n STOCK:0000000100000000d6:1:o STOCK:0000000100000000d6:1:p STOCK:0000000100000000d6:1:q STOCK:0000000100000095bb:1:c STOCK:0000000100000095bb:1:i STOCK:0000000100000095bb:1:n STOCK:0000000100000095bb:1:o STOCK:0000000100000095bb:1:p STOCK:0000000100000095bb:1:q STOCK:00000001000000917e:1:c STOCK:00000001000000917e:1:i STOCK:00000001000000917e:1:n
STOCK:000000010000003cfa:1:n STOCK:000000010000003cfa:1:o STOCK:000000010000003cfa:1:p STOCK:000000010000003cfa:1:q STOCK:00000001000000ff7f:1:c STOCK:00000001000000ff7f:1:g STOCK:00000001000000ff7f:1:n STOCK:00000001000000ff7f:1:o STOCK:00000001000000ff7f:1:p STOCK:00000001000000ff7f:1:q STOCK:00000001000000f66b:1:c STOCK:00000001000000f66b:1:g STOCK:00000001000000f66b:1:n STOCK:00000001000000f66b:1:o STOCK:00000001000000f66b:1:p
STOCK:0000000100000116fc:1:q STOCK:0000000100000000d6:1:c STOCK:0000000100000000d6:1:i STOCK:0000000100000000d6:1:n STOCK:0000000100000000d6:1:o STOCK:0000000100000000d6:1:p STOCK:0000000100000000d6:1:q STOCK:0000000100000095bb:1:c STOCK:0000000100000095bb:1:i STOCK:0000000100000095bb:1:n STOCK:0000000100000095bb:1:o STOCK:0000000100000095bb:1:p STOCK:0000000100000095bb:1:q STOCK:00000001000000917e:1:c STOCK:00000001000000917e:1:i
STOCK:000000010000003cfa:1:g STOCK:000000010000003cfa:1:n STOCK:000000010000003cfa:1:o STOCK:000000010000003cfa:1:p STOCK:000000010000003cfa:1:q STOCK:00000001000000ff7f:1:c STOCK:00000001000000ff7f:1:g STOCK:00000001000000ff7f:1:n STOCK:00000001000000ff7f:1:o STOCK:00000001000000ff7f:1:p STOCK:00000001000000ff7f:1:q STOCK:00000001000000f66b:1:c STOCK:00000001000000f66b:1:g STOCK:00000001000000f66b:1:n STOCK:00000001000000f66b:1:o
STOCK:0000000100000116fc:1:p STOCK:0000000100000116fc:1:q STOCK:0000000100000000d6:1:c STOCK:0000000100000000d6:1:i STOCK:0000000100000000d6:1:n STOCK:0000000100000000d6:1:o STOCK:0000000100000000d6:1:p STOCK:0000000100000000d6:1:q STOCK:0000000100000095bb:1:c STOCK:0000000100000095bb:1:i STOCK:0000000100000095bb:1:n STOCK:0000000100000095bb:1:o STOCK:0000000100000095bb:1:p STOCK:0000000100000095bb:1:q STOCK:00000001000000917e:1:c
STOCK:000000010000003cfa:1:c STOCK:000000010000003cfa:1:g STOCK:000000010000003cfa:1:n STOCK:000000010000003cfa:1:o STOCK:000000010000003cfa:1:p STOCK:000000010000003cfa:1:q STOCK:00000001000000ff7f:1:c STOCK:00000001000000ff7f:1:g STOCK:00000001000000ff7f:1:n STOCK:00000001000000ff7f:1:o STOCK:00000001000000ff7f:1:p STOCK:00000001000000ff7f:1:q STOCK:00000001000000f66b:1:c STOCK:00000001000000f66b:1:g STOCK:00000001000000f66b:1:n
STOCK:0000000100000116fc:1:o STOCK:0000000100000116fc:1:p STOCK:0000000100000116fc:1:q STOCK:0000000100000000d6:1:c STOCK:0000000100000000d6:1:i STOCK:0000000100000000d6:1:n STOCK:0000000100000000d6:1:o STOCK:0000000100000000d6:1:p STOCK:0000000100000000d6:1:q STOCK:0000000100000095bb:1:c STOCK:0000000100000095bb:1:i STOCK:0000000100000095bb:1:n STOCK:0000000100000095bb:1:o STOCK:0000000100000095bb:1:p STOCK:0000000100000095bb:1:q
STOCK:00000001000001337f:1:q STOCK:000000010000003cfa:1:c STOCK:000000010000003cfa:1:g STOCK:000000010000003cfa:1:n STOCK:000000010000003cfa:1:o STOCK:000000010000003cfa:1:p STOCK:000000010000003cfa:1:q STOCK:00000001000000ff7f:1:c STOCK:00000001000000ff7f:1:g STOCK:00000001000000ff7f:1:n STOCK:00000001000000ff7f:1:o STOCK:00000001000000ff7f:1:p STOCK:00000001000000ff7f:1:q STOCK:00000001000000f66b:1:c STOCK:00000001000000f66b:1:g
STOCK:0000000100000116fc:1:n STOCK:0000000100000116fc:1:o STOCK:0000000100000116fc:1:p STOCK:0000000100000116fc:1:q STOCK:0000000100000000d6:1:c STOCK:0000000100000000d6:1:i STOCK:0000000100000000d6:1:n STOCK:0000000100000000d6:1:o STOCK:0000000100000000d6:1:p STOCK:0000000100000000d6:1:q STOCK:0000000100000095bb:1:c STOCK:0000000100000095bb:1:i STOCK:0000000100000095bb:1:n STOCK:0000000100000095bb:1:o STOCK:0000000100000095bb:1:p
STOCK:00000001000001337f:1:p STOCK:00000001000001337f:1:q STOCK:000000010000003cfa:1:c STOCK:000000010000003cfa:1:g STOCK:000000010000003cfa:1:n STOCK:000000010000003cfa:1:o STOCK:000000010000003cfa:1:p STOCK:000000010000003cfa:1:q STOCK:00000001000000ff7f:1:c STOCK:00000001000000ff7f:1:g STOCK:00000001000000ff7f:1:n STOCK:00000001000000ff7f:1:o STOCK:00000001000000ff7f:1:p STOCK:00000001000000ff7f:1:q STOCK:00000001000000f66b:1:c
STOCK:0000000100000116fc:1:i STOCK:0000000100000116fc:1:n STOCK:0000000100000116fc:1:o STOCK:0000000100000116fc:1:p STOCK:0000000100000116fc:1:q STOCK:0000000100000000d6:1:c STOCK:0000000100000000d6:1:i STOCK:0000000100000000d6:1:n STOCK:0000000100000000d6:1:o STOCK:0000000100000000d6:1:p STOCK:0000000100000000d6:1:q STOCK:0000000100000095bb:1:c STOCK:0000000100000095bb:1:i STOCK:0000000100000095bb:1:n STOCK:0000000100000095bb:1:o
STOCK:00000001000001337f:1:o STOCK:00000001000001337f:1:p STOCK:00000001000001337f:1:q STOCK:000000010000003cfa:1:c STOCK:000000010000003cfa:1:g STOCK:000000010000003cfa:1:n STOCK:000000010000003cfa:1:o STOCK:000000010000003cfa:1:p STOCK:000000010000003cfa:1:q STOCK:00000001000000ff7f:1:c STOCK:00000001000000ff7f:1:g STOCK:00000001000000ff7f:1:n STOCK:00000001000000ff7f:1:o STOCK:00000001000000ff7f:1:p STOCK:00000001000000ff7f:1:q
STOCK:0000000100000116fc:1:c STOCK:0000000100000116fc:1:i STOCK:0000000100000116fc:1:n STOCK:0000000100000116fc:1:o STOCK:0000000100000116fc:1:p STOCK:0000000100000116fc:1:q STOCK:0000000100000000d6:1:c STOCK:0000000100000000d6:1:i STOCK:0000000100000000d6:1:n STOCK:0000000100000000d6:1:o STOCK:0000000100000000d6:1:p STOCK:0000000100000000d6:1:q STOCK:0000000100000095bb:1:c STOCK:0000000100000095bb:1:i STOCK:0000000100000095bb:1:n
STOCK:00000001000001337f:1:n STOCK:00000001000001337f:1:o STOCK:00000001000001337f:1:p STOCK:00000001000001337f:1:q STOCK:000000010000003cfa:1:c STOCK:000000010000003cfa:1:g STOCK:000000010000003cfa:1:n STOCK:000000010000003cfa:1:o STOCK:000000010000003cfa:1:p STOCK:000000010000003cfa:1:q STOCK:00000001000000ff7f:1:c STOCK:00000001000000ff7f:1:g STOCK:00000001000000ff7f:1:n STOCK:00000001000000ff7f:1:o STOCK:00000001000000ff7f:1:p
CUSTOMER:00000001000000000600000002a8:1:p STOCK:0000000100000116fc:1:c STOCK:0000000100000116fc:1:i STOCK:0000000100000116fc:1:n STOCK:0000000100000116fc:1:o STOCK:0000000100000116fc:1:p STOCK:0000000100000116fc:1:q STOCK:0000000100000000d6:1:c STOCK:0000000100000000d6:1:i STOCK:0000000100000000d6:1:n STOCK:0000000100000000d6:1:o STOCK:0000000100000000d6:1:p STOCK:0000000100000000d6:1:q STOCK:0000000100000095bb:1:c STOCK:0000000100000095bb:1:i
STOCK:00000001000001337f:1:g STOCK:00000001000001337f:1:n STOCK:00000001000001337f:1:o STOCK:00000001000001337f:1:p STOCK:00000001000001337f:1:q STOCK:000000010000003cfa:1:c STOCK:000000010000003cfa:1:g STOCK:000000010000003cfa:1:n STOCK:000000010000003cfa:1:o STOCK:000000010000003cfa:1:p STOCK:000000010000003cfa:1:q STOCK:00000001000000ff7f:1:c STOCK:00000001000000ff7f:1:g STOCK:00000001000000ff7f:1:n STOCK:00000001000000ff7f:1:o
CUSTOMER:00000001000000000600000002a8:1:n CUSTOMER:00000001000000000600000002a8:1:p STOCK:0000000100000116fc:1:c STOCK:0000000100000116fc:1:i STOCK:0000000100000116fc:1:n STOCK:0000000100000116fc:1:o STOCK:0000000100000116fc:1:p STOCK:0000000100000116fc:1:q STOCK:0000000100000000d6:1:c STOCK:0000000100000000d6:1:i STOCK:0000000100000000d6:1:n STOCK:0000000100000000d6:1:o STOCK:0000000100000000d6:1:p STOCK:0000000100000000d6:1:q STOCK:0000000100000095bb:1:c
CUSTOMER:00000001000000000600000002a8:1:f CUSTOMER:00000001000000000600000002a8:1:n CUSTOMER:00000001000000000600000002a8:1:p STOCK:0000000100000116fc:1:c STOCK:0000000100000116fc:1:i STOCK:0000000100000116fc:1:n STOCK:0000000100000116fc:1:o STOCK:0000000100000116fc:1:p STOCK:0000000100000116fc:1:q STOCK:0000000100000000d6:1:c STOCK:0000000100000000d6:1:i STOCK:0000000100000000d6:1:n STOCK:0000000100000000d6:1:o STOCK:0000000100000000d6:1:p STOCK:0000000100000000d6:1:q
STOCK:00000001000001337f:1:c STOCK:00000001000001337f:1:g STOCK:00000001000001337f:1:n STOCK:00000001000001337f:1:o STOCK:00000001000001337f:1:p STOCK:00000001000001337f:1:q STOCK:000000010000003cfa:1:c STOCK:000000010000003cfa:1:g STOCK:000000010000003cfa:1:n STOCK:000000010000003cfa:1:o STOCK:000000010000003cfa:1:p STOCK:000000010000003cfa:1:q STOCK:00000001000000ff7f:1:c STOCK:00000001000000ff7f:1:g STOCK:00000001000000ff7f:1:n
CUSTOMER:0000000100000000040000000530:1:p STOCK:00000001000001337f:1:c STOCK:00000001000001337f:1:g STOCK:00000001000001337f:1:n STOCK:00000001000001337f:1:o STOCK:00000001000001337f:1:p STOCK:00000001000001337f:1:q STOCK:000000010000003cfa:1:c STOCK:000000010000003cfa:1:g STOCK:000000010000003cfa:1:n STOCK:000000010000003cfa:1:o STOCK:000000010000003cfa:1:p STOCK:000000010000003cfa:1:q STOCK:00000001000000ff7f:1:c STOCK:00000001000000ff7f:1:g
CUSTOMER:0000000100000000040000000530:1:n CUSTOMER:0000000100000000040000000530:1:p STOCK:00000001000001337f:1:c STOCK:00000001000001337f:1:g STOCK:00000001000001337f:1:n STOCK:00000001000001337f:1:o STOCK:00000001000001337f:1:p STOCK:00000001000001337f:1:q STOCK:000000010000003cfa:1:c STOCK:000000010000003cfa:1:g STOCK:000000010000003cfa:1:n STOCK:000000010000003cfa:1:o STOCK:000000010000003cfa:1:p STOCK:000000010000003cfa:1:q STOCK:00000001000000ff7f:1:c
CUSTOMER:0000000100000000040000000530:1:f CUSTOMER:0000000100000000040000000530:1:n CUSTOMER:0000000100000000040000000530:1:p STOCK:00000001000001337f:1:c STOCK:00000001000001337f:1:g STOCK:00000001000001337f:1:n STOCK:00000001000001337f:1:o STOCK:00000001000001337f:1:p STOCK:00000001000001337f:1:q STOCK:000000010000003cfa:1:c STOCK:000000010000003cfa:1:g STOCK:000000010000003cfa:1:n STOCK:000000010000003cfa:1:o STOCK:000000010000003cfa:1:p STOCK:000000010000003cfa:1:q
ITEM:0000a35f:1:d ITEM:0000a35f:1:e ITEM:0000772b:1:c ITEM:0000772b:1:d ITEM:0000772b:1:e ITEM:0000ca30:1:c ITEM:0000ca30:1:d ITEM:0000ca30:1:e ITEM:00000ba3:1:c ITEM:00000ba3:1:d ITEM:00000ba3:1:e ITEM:000174dd:1:c ITEM:000174dd:1:d ITEM:000174dd:1:e ITEM:0001357d:1:c
WAREHOUSE:00000001:2:h DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k CUSTOMER:00000001000000000400000000ef:1:f CUSTOMER:00000001000000000400000000ef:1:n CUSTOMER:00000001000000000400000000ef:1:p STOCK:00000001000000775e:1:c STOCK:00000001000000775e:1:g STOCK:00000001000000775e:1:n STOCK:00000001000000775e:1:o STOCK:00000001000000775e:1:p STOCK:00000001000000775e:1:q STOCK:0000000100000136fb:1:c STOCK:0000000100000136fb:1:g STOCK:0000000100000136fb:1:n
ITEM:0001357d:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k CUSTOMER:00000001000000000400000000ef:1:f CUSTOMER:00000001000000000400000000ef:1:n CUSTOMER:00000001000000000400000000ef:1:p STOCK:00000001000000775e:1:c STOCK:00000001000000775e:1:g STOCK:00000001000000775e:1:n STOCK:00000001000000775e:1:o STOCK:00000001000000775e:1:p STOCK:00000001000000775e:1:q STOCK:0000000100000136fb:1:c STOCK:0000000100000136fb:1:g
ITEM:0001357d:1:d ITEM:0001357d:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k CUSTOMER:00000001000000000400000000ef:1:f CUSTOMER:00000001000000000400000000ef:1:n CUSTOMER:00000001000000000400000000ef:1:p STOCK:00000001000000775e:1:c STOCK:00000001000000775e:1:g STOCK:00000001000000775e:1:n STOCK:00000001000000775e:1:o STOCK:00000001000000775e:1:p STOCK:00000001000000775e:1:q STOCK:0000000100000136fb:1:c
ITEM:0001357d:1:c ITEM:0001357d:1:d ITEM:0001357d:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k CUSTOMER:00000001000000000400000000ef:1:f CUSTOMER:00000001000000000400000000ef:1:n CUSTOMER:00000001000000000400000000ef:1:p STOCK:00000001000000775e:1:c STOCK:00000001000000775e:1:g STOCK:00000001000000775e:1:n STOCK:00000001000000775e:1:o STOCK:00000001000000775e:1:p STOCK:00000001000000775e:1:q
ITEM:000174dd:1:e ITEM:0001357d:1:c ITEM:0001357d:1:d ITEM:0001357d:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k CUSTOMER:00000001000000000400000000ef:1:f CUSTOMER:00000001000000000400000000ef:1:n CUSTOMER:00000001000000000400000000ef:1:p STOCK:00000001000000775e:1:c STOCK:00000001000000775e:1:g STOCK:00000001000000775e:1:n STOCK:00000001000000775e:1:o STOCK:00000001000000775e:1:p
