CUSTOMER:00000001000000000300000008d0:1:d CUSTOMER:00000001000000000300000008d0:1:e CUSTOMER:00000001000000000300000008d0:1:f CUSTOMER:00000001000000000300000008d0:1:q
CUSTOMER:00000001000000000a0000000470:1:d CUSTOMER:00000001000000000a0000000470:1:e CUSTOMER:00000001000000000a0000000470:1:f CUSTOMER:00000001000000000a0000000470:1:q
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000002:2 DISTRICT:000000010000000002:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000003:2 DISTRICT:000000010000000003:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000005:2 DISTRICT:000000010000000005:3
CUSTOMER:000000010000000001000000092c:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
CUSTOMER:0000000100000000070000000ba0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000007:2 DISTRICT:000000010000000007:3
CUSTOMER:000000010000000009000000091b:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:00000001000000000800000004cc:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000008:2 DISTRICT:000000010000000008:3
CUSTOMER:0000000100000000040000000730:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
CUSTOMER:00000001000000000700000000f8:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000007:2 DISTRICT:000000010000000007:3
CUSTOMER:00000001000000000a0000000520:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:00000001000000000a:2 DISTRICT:00000001000000000a:3
CUSTOMER:00000001000000000900000004f0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:00000001000000000a0000000518:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:00000001000000000a:2 DISTRICT:00000001000000000a:3
CUSTOMER:00000001000000000100000007c7:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
CUSTOMER:0000000100000000060000000aa6:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:00000001000000000600000004ef:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:00000001000000000600000004f0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:00000001000000000400000001f0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
STOCK:000000010000004576:1:o STOCK:000000010000004576:1:p STOCK:000000010000004576:1:q STOCK:000000010000000cab:1:c STOCK:000000010000000cab:1:i STOCK:000000010000000cab:1:n STOCK:000000010000000cab:1:o STOCK:000000010000000cab:1:p STOCK:000000010000000cab:1:q STOCK:0000000100000111bf:1:c STOCK:0000000100000111bf:1:i STOCK:0000000100000111bf:1:n STOCK:0000000100000111bf:1:o STOCK:0000000100000111bf:1:p STOCK:0000000100000111bf:1:q
ITEM:0000545d:1:e ITEM:0001731d:1:c ITEM:0001731d:1:d ITEM:0001731d:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000006:1:i DISTRICT:000000010000000006:1:k CUSTOMER:0000000100000000060000000178:1:f CUSTOMER:0000000100000000060000000178:1:n CUSTOMER:0000000100000000060000000178:1:p STOCK:000000010000010e7e:1:c STOCK:000000010000010e7e:1:i STOCK:000000010000010e7e:1:n STOCK:000000010000010e7e:1:o STOCK:000000010000010e7e:1:p
STOCK:00000001000000fb6f:1:o STOCK:00000001000000fb6f:1:p STOCK:00000001000000fb6f:1:q STOCK:00000001000000775f:1:c STOCK:00000001000000775f:1:j STOCK:00000001000000775f:1:n STOCK:00000001000000775f:1:o STOCK:00000001000000775f:1:p STOCK:00000001000000775f:1:q STOCK:00000001000000d74b:1:c STOCK:00000001000000d74b:1:j STOCK:00000001000000d74b:1:n STOCK:00000001000000d74b:1:o STOCK:00000001000000d74b:1:p STOCK:00000001000000d74b:1:q
ITEM:0000545d:1:d ITEM:0000545d:1:e ITEM:0001731d:1:c ITEM:0001731d:1:d ITEM:0001731d:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000006:1:i DISTRICT:000000010000000006:1:k CUSTOMER:0000000100000000060000000178:1:f CUSTOMER:0000000100000000060000000178:1:n CUSTOMER:0000000100000000060000000178:1:p STOCK:000000010000010e7e:1:c STOCK:000000010000010e7e:1:i STOCK:000000010000010e7e:1:n STOCK:000000010000010e7e:1:o
ITEM:0000545d:1:c ITEM:0000545d:1:d ITEM:0000545d:1:e ITEM:0001731d:1:c ITEM:0001731d:1:d ITEM:0001731d:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000006:1:i DISTRICT:000000010000000006:1:k CUSTOMER:0000000100000000060000000178:1:f CUSTOMER:0000000100000000060000000178:1:n CUSTOMER:0000000100000000060000000178:1:p STOCK:000000010000010e7e:1:c STOCK:000000010000010e7e:1:i STOCK:000000010000010e7e:1:n
STOCK:00000001000000fb6f:1:n STOCK:00000001000000fb6f:1:o STOCK:00000001000000fb6f:1:p STOCK:00000001000000fb6f:1:q STOCK:00000001000000775f:1:c STOCK:00000001000000775f:1:j STOCK:00000001000000775f:1:n STOCK:00000001000000775f:1:o STOCK:00000001000000775f:1:p STOCK:00000001000000775f:1:q STOCK:00000001000000d74b:1:c STOCK:00000001000000d74b:1:j STOCK:00000001000000d74b:1:n STOCK:00000001000000d74b:1:o STOCK:00000001000000d74b:1:p
ITEM:000056c7:1:e ITEM:0000545d:1:c ITEM:0000545d:1:d ITEM:0000545d:1:e ITEM:0001731d:1:c ITEM:0001731d:1:d ITEM:0001731d:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000006:1:i DISTRICT:000000010000000006:1:k CUSTOMER:0000000100000000060000000178:1:f CUSTOMER:0000000100000000060000000178:1:n CUSTOMER:0000000100000000060000000178:1:p STOCK:000000010000010e7e:1:c STOCK:000000010000010e7e:1:i
STOCK:00000001000000fb6f:1:j STOCK:00000001000000fb6f:1:n STOCK:00000001000000fb6f:1:o STOCK:00000001000000fb6f:1:p STOCK:00000001000000fb6f:1:q STOCK:00000001000000775f:1:c STOCK:00000001000000775f:1:j STOCK:00000001000000775f:1:n STOCK:00000001000000775f:1:o STOCK:00000001000000775f:1:p STOCK:00000001000000775f:1:q STOCK:00000001000000d74b:1:c STOCK:00000001000000d74b:1:j STOCK:00000001000000d74b:1:n STOCK:00000001000000d74b:1:o
ITEM:000056c7:1:d ITEM:000056c7:1:e ITEM:0000545d:1:c ITEM:0000545d:1:d ITEM:0000545d:1:e ITEM:0001731d:1:c ITEM:0001731d:1:d ITEM:0001731d:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000006:1:i DISTRICT:000000010000000006:1:k CUSTOMER:0000000100000000060000000178:1:f CUSTOMER:0000000100000000060000000178:1:n CUSTOMER:0000000100000000060000000178:1:p STOCK:000000010000010e7e:1:c
STOCK:00000001000000fb6f:1:c STOCK:00000001000000fb6f:1:j STOCK:00000001000000fb6f:1:n STOCK:00000001000000fb6f:1:o STOCK:00000001000000fb6f:1:p STOCK:00000001000000fb6f:1:q STOCK:00000001000000775f:1:c STOCK:00000001000000775f:1:j STOCK:00000001000000775f:1:n STOCK:00000001000000775f:1:o STOCK:00000001000000775f:1:p STOCK:00000001000000775f:1:q STOCK:00000001000000d74b:1:c STOCK:00000001000000d74b:1:j STOCK:00000001000000d74b:1:n
ITEM:000056c7:1:c ITEM:000056c7:1:d ITEM:000056c7:1:e ITEM:0000545d:1:c ITEM:0000545d:1:d ITEM:0000545d:1:e ITEM:0001731d:1:c ITEM:0001731d:1:d ITEM:0001731d:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000006:1:i DISTRICT:000000010000000006:1:k CUSTOMER:0000000100000000060000000178:1:f CUSTOMER:0000000100000000060000000178:1:n CUSTOMER:0000000100000000060000000178:1:p
STOCK:000000010000000dd6:1:q STOCK:00000001000000fb6f:1:c STOCK:00000001000000fb6f:1:j STOCK:00000001000000fb6f:1:n STOCK:00000001000000fb6f:1:o STOCK:00000001000000fb6f:1:p STOCK:00000001000000fb6f:1:q STOCK:00000001000000775f:1:c STOCK:00000001000000775f:1:j STOCK:00000001000000775f:1:n STOCK:00000001000000775f:1:o STOCK:00000001000000775f:1:p STOCK:00000001000000775f:1:q STOCK:00000001000000d74b:1:c STOCK:00000001000000d74b:1:j
STOCK:000000010000000dd6:1:p STOCK:000000010000000dd6:1:q STOCK:00000001000000fb6f:1:c STOCK:00000001000000fb6f:1:j STOCK:00000001000000fb6f:1:n STOCK:00000001000000fb6f:1:o STOCK:00000001000000fb6f:1:p STOCK:00000001000000fb6f:1:q STOCK:00000001000000775f:1:c STOCK:00000001000000775f:1:j STOCK:00000001000000775f:1:n STOCK:00000001000000775f:1:o STOCK:00000001000000775f:1:p STOCK:00000001000000775f:1:q STOCK:00000001000000d74b:1:c
STOCK:000000010000000dd6:1:o STOCK:000000010000000dd6:1:p STOCK:000000010000000dd6:1:q STOCK:00000001000000fb6f:1:c STOCK:00000001000000fb6f:1:j STOCK:00000001000000fb6f:1:n STOCK:00000001000000fb6f:1:o STOCK:00000001000000fb6f:1:p STOCK:00000001000000fb6f:1:q STOCK:00000001000000775f:1:c STOCK:00000001000000775f:1:j STOCK:00000001000000775f:1:n STOCK:00000001000000775f:1:o STOCK:00000001000000775f:1:p STOCK:00000001000000775f:1:q
STOCK:000000010000000dd6:1:n STOCK:000000010000000dd6:1:o STOCK:000000010000000dd6:1:p STOCK:000000010000000dd6:1:q STOCK:00000001000000fb6f:1:c STOCK:00000001000000fb6f:1:j STOCK:00000001000000fb6f:1:n STOCK:00000001000000fb6f:1:o STOCK:00000001000000fb6f:1:p STOCK:00000001000000fb6f:1:q STOCK:00000001000000775f:1:c STOCK:00000001000000775f:1:j STOCK:00000001000000775f:1:n STOCK:00000001000000775f:1:o STOCK:00000001000000775f:1:p
STOCK:000000010000000dd6:1:j STOCK:000000010000000dd6:1:n STOCK:000000010000000dd6:1:o STOCK:000000010000000dd6:1:p STOCK:000000010000000dd6:1:q STOCK:00000001000000fb6f:1:c STOCK:00000001000000fb6f:1:j STOCK:00000001000000fb6f:1:n STOCK:00000001000000fb6f:1:o STOCK:00000001000000fb6f:1:p STOCK:00000001000000fb6f:1:q STOCK:00000001000000775f:1:c STOCK:00000001000000775f:1:j STOCK:00000001000000775f:1:n STOCK:00000001000000775f:1:o
STOCK:000000010000000dd6:1:c STOCK:000000010000000dd6:1:j STOCK:000000010000000dd6:1:n STOCK:000000010000000dd6:1:o STOCK:000000010000000dd6:1:p STOCK:000000010000000dd6:1:q STOCK:00000001000000fb6f:1:c STOCK:00000001000000fb6f:1:j STOCK:00000001000000fb6f:1:n STOCK:00000001000000fb6f:1:o STOCK:00000001000000fb6f:1:p STOCK:00000001000000fb6f:1:q STOCK:00000001000000775f:1:c STOCK:00000001000000775f:1:j STOCK:00000001000000775f:1:n
STOCK:00000001000001375e:1:q STOCK:000000010000000dd6:1:c STOCK:000000010000000dd6:1:j STOCK:000000010000000dd6:1:n STOCK:000000010000000dd6:1:o STOCK:000000010000000dd6:1:p STOCK:000000010000000dd6:1:q STOCK:00000001000000fb6f:1:c STOCK:00000001000000fb6f:1:j STOCK:00000001000000fb6f:1:n STOCK:00000001000000fb6f:1:o STOCK:00000001000000fb6f:1:p STOCK:00000001000000fb6f:1:q STOCK:00000001000000775f:1:c STOCK:00000001000000775f:1:j
STOCK:00000001000001375e:1:p STOCK:00000001000001375e:1:q STOCK:000000010000000dd6:1:c STOCK:000000010000000dd6:1:j STOCK:000000010000000dd6:1:n STOCK:000000010000000dd6:1:o STOCK:000000010000000dd6:1:p STOCK:000000010000000dd6:1:q STOCK:00000001000000fb6f:1:c STOCK:00000001000000fb6f:1:j STOCK:00000001000000fb6f:1:n STOCK:00000001000000fb6f:1:o STOCK:00000001000000fb6f:1:p STOCK:00000001000000fb6f:1:q STOCK:00000001000000775f:1:c
STOCK:00000001000001375e:1:o STOCK:00000001000001375e:1:p STOCK:00000001000001375e:1:q STOCK:000000010000000dd6:1:c STOCK:000000010000000dd6:1:j STOCK:000000010000000dd6:1:n STOCK:000000010000000dd6:1:o STOCK:000000010000000dd6:1:p STOCK:000000010000000dd6:1:q STOCK:00000001000000fb6f:1:c STOCK:00000001000000fb6f:1:j STOCK:00000001000000fb6f:1:n STOCK:00000001000000fb6f:1:o STOCK:00000001000000fb6f:1:p STOCK:00000001000000fb6f:1:q
STOCK:00000001000001375e:1:n STOCK:00000001000001375e:1:o STOCK:00000001000001375e:1:p STOCK:00000001000001375e:1:q STOCK:000000010000000dd6:1:c STOCK:000000010000000dd6:1:j STOCK:000000010000000dd6:1:n STOCK:000000010000000dd6:1:o STOCK:000000010000000dd6:1:p STOCK:000000010000000dd6:1:q STOCK:00000001000000fb6f:1:c STOCK:00000001000000fb6f:1:j STOCK:00000001000000fb6f:1:n STOCK:00000001000000fb6f:1:o STOCK:00000001000000fb6f:1:p
STOCK:00000001000001375e:1:j STOCK:00000001000001375e:1:n STOCK:00000001000001375e:1:o STOCK:00000001000001375e:1:p STOCK:00000001000001375e:1:q STOCK:000000010000000dd6:1:c STOCK:000000010000000dd6:1:j STOCK:000000010000000dd6:1:n STOCK:000000010000000dd6:1:o STOCK:000000010000000dd6:1:p STOCK:000000010000000dd6:1:q STOCK:00000001000000fb6f:1:c STOCK:00000001000000fb6f:1:j STOCK:00000001000000fb6f:1:n STOCK:00000001000000fb6f:1:o
WAREHOUSE:00000001:2:h DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k CUSTOMER:0000000100000000040000000930:1:f CUSTOMER:0000000100000000040000000930:1:n CUSTOMER:0000000100000000040000000930:1:p STOCK:000000010000000cdb:1:c STOCK:000000010000000cdb:1:g STOCK:000000010000000cdb:1:n STOCK:000000010000000cdb:1:o STOCK:000000010000000cdb:1:p STOCK:000000010000000cdb:1:q STOCK:0000000100000136ff:1:c STOCK:0000000100000136ff:1:g STOCK:0000000100000136ff:1:n
STOCK:00000001000001375e:1:c STOCK:00000001000001375e:1:j STOCK:00000001000001375e:1:n STOCK:00000001000001375e:1:o STOCK:00000001000001375e:1:p STOCK:00000001000001375e:1:q STOCK:000000010000000dd6:1:c STOCK:000000010000000dd6:1:j STOCK:000000010000000dd6:1:n STOCK:000000010000000dd6:1:o STOCK:000000010000000dd6:1:p STOCK:000000010000000dd6:1:q STOCK:00000001000000fb6f:1:c STOCK:00000001000000fb6f:1:j STOCK:00000001000000fb6f:1:n
ITEM:000104e5:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k CUSTOMER:0000000100000000040000000930:1:f CUSTOMER:0000000100000000040000000930:1:n CUSTOMER:0000000100000000040000000930:1:p STOCK:000000010000000cdb:1:c STOCK:000000010000000cdb:1:g STOCK:000000010000000cdb:1:n STOCK:000000010000000cdb:1:o STOCK:000000010000000cdb:1:p STOCK:000000010000000cdb:1:q STOCK:0000000100000136ff:1:c STOCK:0000000100000136ff:1:g
ITEM:000104e5:1:d ITEM:000104e5:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k CUSTOMER:0000000100000000040000000930:1:f CUSTOMER:0000000100000000040000000930:1:n CUSTOMER:0000000100000000040000000930:1:p STOCK:000000010000000cdb:1:c STOCK:000000010000000cdb:1:g STOCK:000000010000000cdb:1:n STOCK:000000010000000cdb:1:o STOCK:000000010000000cdb:1:p STOCK:000000010000000cdb:1:q STOCK:0000000100000136ff:1:c
ITEM:000104e5:1:c ITEM:000104e5:1:d ITEM:000104e5:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k CUSTOMER:0000000100000000040000000930:1:f CUSTOMER:0000000100000000040000000930:1:n CUSTOMER:0000000100000000040000000930:1:p STOCK:000000010000000cdb:1:c STOCK:000000010000000cdb:1:g STOCK:000000010000000cdb:1:n STOCK:000000010000000cdb:1:o STOCK:000000010000000cdb:1:p STOCK:000000010000000cdb:1:q
ITEM:00000fdb:1:e ITEM:000104e5:1:c ITEM:000104e5:1:d ITEM:000104e5:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k CUSTOMER:0000000100000000040000000930:1:f CUSTOMER:0000000100000000040000000930:1:n CUSTOMER:0000000100000000040000000930:1:p STOCK:000000010000000cdb:1:c STOCK:000000010000000cdb:1:g STOCK:000000010000000cdb:1:n STOCK:000000010000000cdb:1:o STOCK:000000010000000cdb:1:p
ITEM:00000fdb:1:d ITEM:00000fdb:1:e ITEM:000104e5:1:c ITEM:000104e5:1:d ITEM:000104e5:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k CUSTOMER:0000000100000000040000000930:1:f CUSTOMER:0000000100000000040000000930:1:n CUSTOMER:0000000100000000040000000930:1:p STOCK:000000010000000cdb:1:c STOCK:000000010000000cdb:1:g STOCK:000000010000000cdb:1:n STOCK:000000010000000cdb:1:o
ITEM:00000fdb:1:c ITEM:00000fdb:1:d ITEM:00000fdb:1:e ITEM:000104e5:1:c ITEM:000104e5:1:d ITEM:000104e5:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k CUSTOMER:0000000100000000040000000930:1:f CUSTOMER:0000000100000000040000000930:1:n CUSTOMER:0000000100000000040000000930:1:p STOCK:000000010000000cdb:1:c STOCK:000000010000000cdb:1:g STOCK:000000010000000cdb:1:n
ITEM:0000b4f7:1:e ITEM:00000fdb:1:c ITEM:00000fdb:1:d ITEM:00000fdb:1:e ITEM:000104e5:1:c ITEM:000104e5:1:d ITEM:000104e5:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k CUSTOMER:0000000100000000040000000930:1:f CUSTOMER:0000000100000000040000000930:1:n CUSTOMER:0000000100000000040000000930:1:p STOCK:000000010000000cdb:1:c STOCK:000000010000000cdb:1:g
ITEM:0000b4f7:1:d ITEM:0000b4f7:1:e ITEM:00000fdb:1:c ITEM:00000fdb:1:d ITEM:00000fdb:1:e ITEM:000104e5:1:c ITEM:000104e5:1:d ITEM:000104e5:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k CUSTOMER:0000000100000000040000000930:1:f CUSTOMER:0000000100000000040000000930:1:n CUSTOMER:0000000100000000040000000930:1:p STOCK:000000010000000cdb:1:c
ITEM:0000b4f7:1:c ITEM:0000b4f7:1:d ITEM:0000b4f7:1:e ITEM:00000fdb:1:c ITEM:00000fdb:1:d ITEM:00000fdb:1:e ITEM:000104e5:1:c ITEM:000104e5:1:d ITEM:000104e5:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k CUSTOMER:0000000100000000040000000930:1:f CUSTOMER:0000000100000000040000000930:1:n CUSTOMER:0000000100000000040000000930:1:p
ITEM:0000a57e:1:e ITEM:0000b4f7:1:c ITEM:0000b4f7:1:d ITEM:0000b4f7:1:e ITEM:00000fdb:1:c ITEM:00000fdb:1:d ITEM:00000fdb:1:e ITEM:000104e5:1:c ITEM:000104e5:1:d ITEM:000104e5:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k CUSTOMER:0000000100000000040000000930:1:f CUSTOMER:0000000100000000040000000930:1:n
ITEM:0000a57e:1:d ITEM:0000a57e:1:e ITEM:0000b4f7:1:c ITEM:0000b4f7:1:d ITEM:0000b4f7:1:e ITEM:00000fdb:1:c ITEM:00000fdb:1:d ITEM:00000fdb:1:e ITEM:000104e5:1:c ITEM:000104e5:1:d ITEM:000104e5:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k CUSTOMER:0000000100000000040000000930:1:f
ITEM:0000a57e:1:c ITEM:0000a57e:1:d ITEM:0000a57e:1:e ITEM:0000b4f7:1:c ITEM:0000b4f7:1:d ITEM:0000b4f7:1:e ITEM:00000fdb:1:c ITEM:00000fdb:1:d ITEM:00000fdb:1:e ITEM:000104e5:1:c ITEM:000104e5:1:d ITEM:000104e5:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000004:1:i DISTRICT:000000010000000004:1:k
STOCK:00000001000001777f:1:q STOCK:000000010000001007:1:c STOCK:000000010000001007:1:m STOCK:000000010000001007:1:n STOCK:000000010000001007:1:o STOCK:000000010000001007:1:p STOCK:000000010000001007:1:q STOCK:00000001000000d679:1:c STOCK:00000001000000d679:1:m STOCK:00000001000000d679:1:n STOCK:00000001000000d679:1:o STOCK:00000001000000d679:1:p STOCK:00000001000000d679:1:q STOCK:000000010000006c53:1:c STOCK:000000010000006c53:1:m
ITEM:000010dd:1:e ITEM:000056c7:1:c ITEM:000056c7:1:d ITEM:000056c7:1:e ITEM:0000545d:1:c ITEM:0000545d:1:d ITEM:0000545d:1:e ITEM:0001731d:1:c ITEM:0001731d:1:d ITEM:0001731d:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000006:1:i DISTRICT:000000010000000006:1:k CUSTOMER:0000000100000000060000000178:1:f CUSTOMER:0000000100000000060000000178:1:n
ITEM:0001136f:1:c ITEM:0001136f:1:d ITEM:0001136f:1:e ITEM:0001755f:1:c ITEM:0001755f:1:d ITEM:0001755f:1:e ITEM:0000577d:1:c ITEM:0000577d:1:d ITEM:0000577d:1:e ITEM:0000a6c6:1:c ITEM:0000a6c6:1:d ITEM:0000a6c6:1:e ITEM:00011605:1:c ITEM:00011605:1:d ITEM:00011605:1:e
ITEM:0000275b:1:e ITEM:0001136f:1:c ITEM:0001136f:1:d ITEM:0001136f:1:e ITEM:0001755f:1:c ITEM:0001755f:1:d ITEM:0001755f:1:e ITEM:0000577d:1:c ITEM:0000577d:1:d ITEM:0000577d:1:e ITEM:0000a6c6:1:c ITEM:0000a6c6:1:d ITEM:0000a6c6:1:e ITEM:00011605:1:c ITEM:00011605:1:d
ITEM:0000275b:1:d ITEM:0000275b:1:e ITEM:0001136f:1:c ITEM:0001136f:1:d ITEM:0001136f:1:e ITEM:0001755f:1:c ITEM:0001755f:1:d ITEM:0001755f:1:e ITEM:0000577d:1:c ITEM:0000577d:1:d ITEM:0000577d:1:e ITEM:0000a6c6:1:c ITEM:0000a6c6:1:d ITEM:0000a6c6:1:e ITEM:00011605:1:c
ITEM:0000275b:1:c ITEM:0000275b:1:d ITEM:0000275b:1:e ITEM:0001136f:1:c ITEM:0001136f:1:d ITEM:0001136f:1:e ITEM:0001755f:1:c ITEM:0001755f:1:d ITEM:0001755f:1:e ITEM:0000577d:1:c ITEM:0000577d:1:d ITEM:0000577d:1:e ITEM:0000a6c6:1:c ITEM:0000a6c6:1:d ITEM:0000a6c6:1:e
ITEM:0000d74b:1:e ITEM:0000275b:1:c ITEM:0000275b:1:d ITEM:0000275b:1:e ITEM:0001136f:1:c ITEM:0001136f:1:d ITEM:0001136f:1:e ITEM:0001755f:1:c ITEM:0001755f:1:d ITEM:0001755f:1:e ITEM:0000577d:1:c ITEM:0000577d:1:d ITEM:0000577d:1:e ITEM:0000a6c6:1:c ITEM:0000a6c6:1:d
ITEM:0000d74b:1:d ITEM:0000d74b:1:e ITEM:0000275b:1:c ITEM:0000275b:1:d ITEM:0000275b:1:e ITEM:0001136f:1:c ITEM:0001136f:1:d ITEM:0001136f:1:e ITEM:0001755f:1:c ITEM:0001755f:1:d ITEM:0001755f:1:e ITEM:0000577d:1:c ITEM:0000577d:1:d ITEM:0000577d:1:e ITEM:0000a6c6:1:c
ITEM:0000d74b:1:c ITEM:0000d74b:1:d ITEM:0000d74b:1:e ITEM:0000275b:1:c ITEM:0000275b:1:d ITEM:0000275b:1:e ITEM:0001136f:1:c ITEM:0001136f:1:d ITEM:0001136f:1:e ITEM:0001755f:1:c ITEM:0001755f:1:d ITEM:0001755f:1:e ITEM:0000577d:1:c ITEM:0000577d:1:d ITEM:0000577d:1:e
STOCK:000000010000009efe:1:q STOCK:00000001000000d229:1:c STOCK:00000001000000d229:1:m STOCK:00000001000000d229:1:n STOCK:00000001000000d229:1:o STOCK:00000001000000d229:1:p STOCK:00000001000000d229:1:q STOCK:00000001000000c72f:1:c STOCK:00000001000000c72f:1:m STOCK:00000001000000c72f:1:n STOCK:00000001000000c72f:1:o STOCK:00000001000000c72f:1:p STOCK:00000001000000c72f:1:q STOCK:00000001000001777f:1:c STOCK:00000001000001777f:1:m
ITEM:0000f1ef:1:e ITEM:00016ae6:1:c ITEM:00016ae6:1:d ITEM:00016ae6:1:e ITEM:00010afb:1:c ITEM:00010afb:1:d ITEM:00010afb:1:e ITEM:0001377f:1:c ITEM:0001377f:1:d ITEM:0001377f:1:e ITEM:00010f7f:1:c ITEM:00010f7f:1:d ITEM:00010f7f:1:e WAREHOUSE:00000001:2:h DISTRICT:000000010000000005:1:i
ITEM:0000775f:1:e ITEM:0000d74b:1:c ITEM:0000d74b:1:d ITEM:0000d74b:1:e ITEM:0000275b:1:c ITEM:0000275b:1:d ITEM:0000275b:1:e ITEM:0001136f:1:c ITEM:0001136f:1:d ITEM:0001136f:1:e ITEM:0001755f:1:c ITEM:0001755f:1:d ITEM:0001755f:1:e ITEM:0000577d:1:c ITEM:0000577d:1:d
STOCK:000000010000009efe:1:p STOCK:000000010000009efe:1:q STOCK:00000001000000d229:1:c STOCK:00000001000000d229:1:m STOCK:00000001000000d229:1:n STOCK:00000001000000d229:1:o STOCK:00000001000000d229:1:p STOCK:00000001000000d229:1:q STOCK:00000001000000c72f:1:c STOCK:00000001000000c72f:1:m STOCK:00000001000000c72f:1:n STOCK:00000001000000c72f:1:o STOCK:00000001000000c72f:1:p STOCK:00000001000000c72f:1:q STOCK:00000001000001777f:1:c
ITEM:0000775f:1:d ITEM:0000775f:1:e ITEM:0000d74b:1:c ITEM:0000d74b:1:d ITEM:0000d74b:1:e ITEM:0000275b:1:c ITEM:0000275b:1:d ITEM:0000275b:1:e ITEM:0001136f:1:c ITEM:0001136f:1:d ITEM:0001136f:1:e ITEM:0001755f:1:c ITEM:0001755f:1:d ITEM:0001755f:1:e ITEM:0000577d:1:c
ITEM:0000775f:1:c ITEM:0000775f:1:d ITEM:0000775f:1:e ITEM:0000d74b:1:c ITEM:0000d74b:1:d ITEM:0000d74b:1:e ITEM:0000275b:1:c ITEM:0000275b:1:d ITEM:0000275b:1:e ITEM:0001136f:1:c ITEM:0001136f:1:d ITEM:0001136f:1:e ITEM:0001755f:1:c ITEM:0001755f:1:d ITEM:0001755f:1:e
ITEM:0000fb6f:1:e ITEM:0000775f:1:c ITEM:0000775f:1:d ITEM:0000775f:1:e ITEM:0000d74b:1:c ITEM:0000d74b:1:d ITEM:0000d74b:1:e ITEM:0000275b:1:c ITEM:0000275b:1:d ITEM:0000275b:1:e ITEM:0001136f:1:c ITEM:0001136f:1:d ITEM:0001136f:1:e ITEM:0001755f:1:c ITEM:0001755f:1:d
