WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000007:2 DISTRICT:000000010000000007:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000002:2 DISTRICT:000000010000000002:3
WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:00000001000000000a:2 DISTRICT:00000001000000000a:3
CUSTOMER:0000000100000000030000000178:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000003:2 DISTRICT:000000010000000003:3
CUSTOMER:00000001000000000900000000f7:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:000000010000000009000000092c:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:000000010000000005000000012d:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000005:2 DISTRICT:000000010000000005:3
CUSTOMER:00000001000000000800000004ed:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000008:2 DISTRICT:000000010000000008:3
CUSTOMER:000000010000000003000000023f:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000003:2 DISTRICT:000000010000000003:3
CUSTOMER:00000001000000000300000008e0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000003:2 DISTRICT:000000010000000003:3
CUSTOMER:000000010000000001000000042f:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
CUSTOMER:0000000100000000010000000076:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
CUSTOMER:000000010000000008000000081f:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000008:2 DISTRICT:000000010000000008:3
STOCK:00000001000000dbbb:1:o STOCK:00000001000000dbbb:1:p STOCK:00000001000000dbbb:1:q STOCK:00000001000001277f:1:c STOCK:00000001000001277f:1:j STOCK:00000001000001277f:1:n STOCK:00000001000001277f:1:o STOCK:00000001000001277f:1:p STOCK:00000001000001277f:1:q STOCK:00000001000000c72f:1:c STOCK:00000001000000c72f:1:j STOCK:00000001000000c72f:1:n STOCK:00000001000000c72f:1:o STOCK:00000001000000c72f:1:p STOCK:00000001000000c72f:1:q
STOCK:000000010000004f5f:1:c STOCK:000000010000004f5f:1:l STOCK:000000010000004f5f:1:n STOCK:000000010000004f5f:1:o STOCK:000000010000004f5f:1:p STOCK:000000010000004f5f:1:q STOCK:000000010000002577:1:c STOCK:000000010000002577:1:l STOCK:000000010000002577:1:n STOCK:000000010000002577:1:o STOCK:000000010000002577:1:p STOCK:000000010000002577:1:q STOCK:0000000100000082ee:1:c STOCK:0000000100000082ee:1:l STOCK:0000000100000082ee:1:n
STOCK:00000001000001472e:1:q STOCK:000000010000004f5f:1:c STOCK:000000010000004f5f:1:l STOCK:000000010000004f5f:1:n STOCK:000000010000004f5f:1:o STOCK:000000010000004f5f:1:p STOCK:000000010000004f5f:1:q STOCK:000000010000002577:1:c STOCK:000000010000002577:1:l STOCK:000000010000002577:1:n STOCK:000000010000002577:1:o STOCK:000000010000002577:1:p STOCK:000000010000002577:1:q STOCK:0000000100000082ee:1:c STOCK:0000000100000082ee:1:l
STOCK:00000001000001472e:1:p STOCK:00000001000001472e:1:q STOCK:000000010000004f5f:1:c STOCK:000000010000004f5f:1:l STOCK:000000010000004f5f:1:n STOCK:000000010000004f5f:1:o STOCK:000000010000004f5f:1:p STOCK:000000010000004f5f:1:q STOCK:000000010000002577:1:c STOCK:000000010000002577:1:l STOCK:000000010000002577:1:n STOCK:000000010000002577:1:o STOCK:000000010000002577:1:p STOCK:000000010000002577:1:q STOCK:0000000100000082ee:1:c
STOCK:00000001000001472e:1:o STOCK:00000001000001472e:1:p STOCK:00000001000001472e:1:q STOCK:000000010000004f5f:1:c STOCK:000000010000004f5f:1:l STOCK:000000010000004f5f:1:n STOCK:000000010000004f5f:1:o STOCK:000000010000004f5f:1:p STOCK:000000010000004f5f:1:q STOCK:000000010000002577:1:c STOCK:000000010000002577:1:l STOCK:000000010000002577:1:n STOCK:000000010000002577:1:o STOCK:000000010000002577:1:p STOCK:000000010000002577:1:q
STOCK:00000001000001472e:1:n STOCK:00000001000001472e:1:o STOCK:00000001000001472e:1:p STOCK:00000001000001472e:1:q STOCK:000000010000004f5f:1:c STOCK:000000010000004f5f:1:l STOCK:000000010000004f5f:1:n STOCK:000000010000004f5f:1:o STOCK:000000010000004f5f:1:p STOCK:000000010000004f5f:1:q STOCK:000000010000002577:1:c STOCK:000000010000002577:1:l STOCK:000000010000002577:1:n STOCK:000000010000002577:1:o STOCK:000000010000002577:1:p
STOCK:00000001000001472e:1:l STOCK:00000001000001472e:1:n STOCK:00000001000001472e:1:o STOCK:00000001000001472e:1:p STOCK:00000001000001472e:1:q STOCK:000000010000004f5f:1:c STOCK:000000010000004f5f:1:l STOCK:000000010000004f5f:1:n STOCK:000000010000004f5f:1:o STOCK:000000010000004f5f:1:p STOCK:000000010000004f5f:1:q STOCK:000000010000002577:1:c STOCK:000000010000002577:1:l STOCK:000000010000002577:1:n STOCK:000000010000002577:1:o
STOCK:00000001000001472e:1:c STOCK:00000001000001472e:1:l STOCK:00000001000001472e:1:n STOCK:00000001000001472e:1:o STOCK:00000001000001472e:1:p STOCK:00000001000001472e:1:q STOCK:000000010000004f5f:1:c STOCK:000000010000004f5f:1:l STOCK:000000010000004f5f:1:n STOCK:000000010000004f5f:1:o STOCK:000000010000004f5f:1:p STOCK:000000010000004f5f:1:q STOCK:000000010000002577:1:c STOCK:000000010000002577:1:l STOCK:000000010000002577:1:n
STOCK:000000010000008dff:1:q STOCK:00000001000001472e:1:c STOCK:00000001000001472e:1:l STOCK:00000001000001472e:1:n STOCK:00000001000001472e:1:o STOCK:00000001000001472e:1:p STOCK:00000001000001472e:1:q STOCK:000000010000004f5f:1:c STOCK:000000010000004f5f:1:l STOCK:000000010000004f5f:1:n STOCK:000000010000004f5f:1:o STOCK:000000010000004f5f:1:p STOCK:000000010000004f5f:1:q STOCK:000000010000002577:1:c STOCK:000000010000002577:1:l
STOCK:000000010000008dff:1:p STOCK:000000010000008dff:1:q STOCK:00000001000001472e:1:c STOCK:00000001000001472e:1:l STOCK:00000001000001472e:1:n STOCK:00000001000001472e:1:o STOCK:00000001000001472e:1:p STOCK:00000001000001472e:1:q STOCK:000000010000004f5f:1:c STOCK:000000010000004f5f:1:l STOCK:000000010000004f5f:1:n STOCK:000000010000004f5f:1:o STOCK:000000010000004f5f:1:p STOCK:000000010000004f5f:1:q STOCK:000000010000002577:1:c
STOCK:000000010000008dff:1:o STOCK:000000010000008dff:1:p STOCK:000000010000008dff:1:q STOCK:00000001000001472e:1:c STOCK:00000001000001472e:1:l STOCK:00000001000001472e:1:n STOCK:00000001000001472e:1:o STOCK:00000001000001472e:1:p STOCK:00000001000001472e:1:q STOCK:000000010000004f5f:1:c STOCK:000000010000004f5f:1:l STOCK:000000010000004f5f:1:n STOCK:000000010000004f5f:1:o STOCK:000000010000004f5f:1:p STOCK:000000010000004f5f:1:q
STOCK:000000010000008dff:1:n STOCK:000000010000008dff:1:o STOCK:000000010000008dff:1:p STOCK:000000010000008dff:1:q STOCK:00000001000001472e:1:c STOCK:00000001000001472e:1:l STOCK:00000001000001472e:1:n STOCK:00000001000001472e:1:o STOCK:00000001000001472e:1:p STOCK:00000001000001472e:1:q STOCK:000000010000004f5f:1:c STOCK:000000010000004f5f:1:l STOCK:000000010000004f5f:1:n STOCK:000000010000004f5f:1:o STOCK:000000010000004f5f:1:p
STOCK:000000010000008dff:1:l STOCK:000000010000008dff:1:n STOCK:000000010000008dff:1:o STOCK:000000010000008dff:1:p STOCK:000000010000008dff:1:q STOCK:00000001000001472e:1:c STOCK:00000001000001472e:1:l STOCK:00000001000001472e:1:n STOCK:00000001000001472e:1:o STOCK:00000001000001472e:1:p STOCK:00000001000001472e:1:q STOCK:000000010000004f5f:1:c STOCK:000000010000004f5f:1:l STOCK:000000010000004f5f:1:n STOCK:000000010000004f5f:1:o
ITEM:0000dbbb:1:d ITEM:0000dbbb:1:e ITEM:0001277f:1:c ITEM:0001277f:1:d ITEM:0001277f:1:e ITEM:0000c72f:1:c ITEM:0000c72f:1:d ITEM:0000c72f:1:e ITEM:0001345f:1:c ITEM:0001345f:1:d ITEM:0001345f:1:e ITEM:0000777a:1:c ITEM:0000777a:1:d ITEM:0000777a:1:e WAREHOUSE:00000001:2:h
STOCK:000000010000008dff:1:c STOCK:000000010000008dff:1:l STOCK:000000010000008dff:1:n STOCK:000000010000008dff:1:o STOCK:000000010000008dff:1:p STOCK:000000010000008dff:1:q STOCK:00000001000001472e:1:c STOCK:00000001000001472e:1:l STOCK:00000001000001472e:1:n STOCK:00000001000001472e:1:o STOCK:00000001000001472e:1:p STOCK:00000001000001472e:1:q STOCK:000000010000004f5f:1:c STOCK:000000010000004f5f:1:l STOCK:000000010000004f5f:1:n
STOCK:00000001000000315f:1:q STOCK:000000010000008dff:1:c STOCK:000000010000008dff:1:l STOCK:000000010000008dff:1:n STOCK:000000010000008dff:1:o STOCK:000000010000008dff:1:p STOCK:000000010000008dff:1:q STOCK:00000001000001472e:1:c STOCK:00000001000001472e:1:l STOCK:00000001000001472e:1:n STOCK:00000001000001472e:1:o STOCK:00000001000001472e:1:p STOCK:00000001000001472e:1:q STOCK:000000010000004f5f:1:c STOCK:000000010000004f5f:1:l
STOCK:00000001000000315f:1:p STOCK:00000001000000315f:1:q STOCK:000000010000008dff:1:c STOCK:000000010000008dff:1:l STOCK:000000010000008dff:1:n STOCK:000000010000008dff:1:o STOCK:000000010000008dff:1:p STOCK:000000010000008dff:1:q STOCK:00000001000001472e:1:c STOCK:00000001000001472e:1:l STOCK:00000001000001472e:1:n STOCK:00000001000001472e:1:o STOCK:00000001000001472e:1:p STOCK:00000001000001472e:1:q STOCK:000000010000004f5f:1:c
STOCK:00000001000000315f:1:o STOCK:00000001000000315f:1:p STOCK:00000001000000315f:1:q STOCK:000000010000008dff:1:c STOCK:000000010000008dff:1:l STOCK:000000010000008dff:1:n STOCK:000000010000008dff:1:o STOCK:000000010000008dff:1:p STOCK:000000010000008dff:1:q STOCK:00000001000001472e:1:c STOCK:00000001000001472e:1:l STOCK:00000001000001472e:1:n STOCK:00000001000001472e:1:o STOCK:00000001000001472e:1:p STOCK:00000001000001472e:1:q
STOCK:00000001000000315f:1:n STOCK:00000001000000315f:1:o STOCK:00000001000000315f:1:p STOCK:00000001000000315f:1:q STOCK:000000010000008dff:1:c STOCK:000000010000008dff:1:l STOCK:000000010000008dff:1:n STOCK:000000010000008dff:1:o STOCK:000000010000008dff:1:p STOCK:000000010000008dff:1:q STOCK:00000001000001472e:1:c STOCK:00000001000001472e:1:l STOCK:00000001000001472e:1:n STOCK:00000001000001472e:1:o STOCK:00000001000001472e:1:p
STOCK:00000001000000315f:1:l STOCK:00000001000000315f:1:n STOCK:00000001000000315f:1:o STOCK:00000001000000315f:1:p STOCK:00000001000000315f:1:q STOCK:000000010000008dff:1:c STOCK:000000010000008dff:1:l STOCK:000000010000008dff:1:n STOCK:000000010000008dff:1:o STOCK:000000010000008dff:1:p STOCK:000000010000008dff:1:q STOCK:00000001000001472e:1:c STOCK:00000001000001472e:1:l STOCK:00000001000001472e:1:n STOCK:00000001000001472e:1:o
STOCK:00000001000000315f:1:c STOCK:00000001000000315f:1:l STOCK:00000001000000315f:1:n STOCK:00000001000000315f:1:o STOCK:00000001000000315f:1:p STOCK:00000001000000315f:1:q STOCK:000000010000008dff:1:c STOCK:000000010000008dff:1:l STOCK:000000010000008dff:1:n STOCK:000000010000008dff:1:o STOCK:000000010000008dff:1:p STOCK:000000010000008dff:1:q STOCK:00000001000001472e:1:c STOCK:00000001000001472e:1:l STOCK:00000001000001472e:1:n
STOCK:00000001000000b749:1:q STOCK:00000001000000315f:1:c STOCK:00000001000000315f:1:l STOCK:00000001000000315f:1:n STOCK:00000001000000315f:1:o STOCK:00000001000000315f:1:p STOCK:00000001000000315f:1:q STOCK:000000010000008dff:1:c STOCK:000000010000008dff:1:l STOCK:000000010000008dff:1:n STOCK:000000010000008dff:1:o STOCK:000000010000008dff:1:p STOCK:000000010000008dff:1:q STOCK:00000001000001472e:1:c STOCK:00000001000001472e:1:l
STOCK:00000001000000b749:1:p STOCK:00000001000000b749:1:q STOCK:00000001000000315f:1:c STOCK:00000001000000315f:1:l STOCK:00000001000000315f:1:n STOCK:00000001000000315f:1:o STOCK:00000001000000315f:1:p STOCK:00000001000000315f:1:q STOCK:000000010000008dff:1:c STOCK:000000010000008dff:1:l STOCK:000000010000008dff:1:n STOCK:000000010000008dff:1:o STOCK:000000010000008dff:1:p STOCK:000000010000008dff:1:q STOCK:00000001000001472e:1:c
STOCK:00000001000000b749:1:o STOCK:00000001000000b749:1:p STOCK:00000001000000b749:1:q STOCK:00000001000000315f:1:c STOCK:00000001000000315f:1:l STOCK:00000001000000315f:1:n STOCK:00000001000000315f:1:o STOCK:00000001000000315f:1:p STOCK:00000001000000315f:1:q STOCK:000000010000008dff:1:c STOCK:000000010000008dff:1:l STOCK:000000010000008dff:1:n STOCK:000000010000008dff:1:o STOCK:000000010000008dff:1:p STOCK:000000010000008dff:1:q
STOCK:00000001000000b749:1:n STOCK:00000001000000b749:1:o STOCK:00000001000000b749:1:p STOCK:00000001000000b749:1:q STOCK:00000001000000315f:1:c STOCK:00000001000000315f:1:l STOCK:00000001000000315f:1:n STOCK:00000001000000315f:1:o STOCK:00000001000000315f:1:p STOCK:00000001000000315f:1:q STOCK:000000010000008dff:1:c STOCK:000000010000008dff:1:l STOCK:000000010000008dff:1:n STOCK:000000010000008dff:1:o STOCK:000000010000008dff:1:p
STOCK:00000001000000b749:1:l STOCK:00000001000000b749:1:n STOCK:00000001000000b749:1:o STOCK:00000001000000b749:1:p STOCK:00000001000000b749:1:q STOCK:00000001000000315f:1:c STOCK:00000001000000315f:1:l STOCK:00000001000000315f:1:n STOCK:00000001000000315f:1:o STOCK:00000001000000315f:1:p STOCK:00000001000000315f:1:q STOCK:000000010000008dff:1:c STOCK:000000010000008dff:1:l STOCK:000000010000008dff:1:n STOCK:000000010000008dff:1:o
STOCK:00000001000000b749:1:c STOCK:00000001000000b749:1:l STOCK:00000001000000b749:1:n STOCK:00000001000000b749:1:o STOCK:00000001000000b749:1:p STOCK:00000001000000b749:1:q STOCK:00000001000000315f:1:c STOCK:00000001000000315f:1:l STOCK:00000001000000315f:1:n STOCK:00000001000000315f:1:o STOCK:00000001000000315f:1:p STOCK:00000001000000315f:1:q STOCK:000000010000008dff:1:c STOCK:000000010000008dff:1:l STOCK:000000010000008dff:1:n
STOCK:0000000100000136ff:1:c STOCK:0000000100000136ff:1:e STOCK:0000000100000136ff:1:n STOCK:0000000100000136ff:1:o STOCK:0000000100000136ff:1:p STOCK:0000000100000136ff:1:q STOCK:0000000100000081bd:1:c STOCK:0000000100000081bd:1:e STOCK:0000000100000081bd:1:n STOCK:0000000100000081bd:1:o STOCK:0000000100000081bd:1:p STOCK:0000000100000081bd:1:q STOCK:00000001000000d76e:1:c STOCK:00000001000000d76e:1:e STOCK:00000001000000d76e:1:n
STOCK:00000001000000e6bf:1:q STOCK:00000001000000b749:1:c STOCK:00000001000000b749:1:l STOCK:00000001000000b749:1:n STOCK:00000001000000b749:1:o STOCK:00000001000000b749:1:p STOCK:00000001000000b749:1:q STOCK:00000001000000315f:1:c STOCK:00000001000000315f:1:l STOCK:00000001000000315f:1:n STOCK:00000001000000315f:1:o STOCK:00000001000000315f:1:p STOCK:00000001000000315f:1:q STOCK:000000010000008dff:1:c STOCK:000000010000008dff:1:l
STOCK:00000001000000e6bf:1:p STOCK:00000001000000e6bf:1:q STOCK:00000001000000b749:1:c STOCK:00000001000000b749:1:l STOCK:00000001000000b749:1:n STOCK:00000001000000b749:1:o STOCK:00000001000000b749:1:p STOCK:00000001000000b749:1:q STOCK:00000001000000315f:1:c STOCK:00000001000000315f:1:l STOCK:00000001000000315f:1:n STOCK:00000001000000315f:1:o STOCK:00000001000000315f:1:p STOCK:00000001000000315f:1:q STOCK:000000010000008dff:1:c
STOCK:00000001000000e6bf:1:o STOCK:00000001000000e6bf:1:p STOCK:00000001000000e6bf:1:q STOCK:00000001000000b749:1:c STOCK:00000001000000b749:1:l STOCK:00000001000000b749:1:n STOCK:00000001000000b749:1:o STOCK:00000001000000b749:1:p STOCK:00000001000000b749:1:q STOCK:00000001000000315f:1:c STOCK:00000001000000315f:1:l STOCK:00000001000000315f:1:n STOCK:00000001000000315f:1:o STOCK:00000001000000315f:1:p STOCK:00000001000000315f:1:q
STOCK:00000001000000e6bf:1:n STOCK:00000001000000e6bf:1:o STOCK:00000001000000e6bf:1:p STOCK:00000001000000e6bf:1:q STOCK:00000001000000b749:1:c STOCK:00000001000000b749:1:l STOCK:00000001000000b749:1:n STOCK:00000001000000b749:1:o STOCK:00000001000000b749:1:p STOCK:00000001000000b749:1:q STOCK:00000001000000315f:1:c STOCK:00000001000000315f:1:l STOCK:00000001000000315f:1:n STOCK:00000001000000315f:1:o STOCK:00000001000000315f:1:p
STOCK:00000001000000e6bf:1:l STOCK:00000001000000e6bf:1:n STOCK:00000001000000e6bf:1:o STOCK:00000001000000e6bf:1:p STOCK:00000001000000e6bf:1:q STOCK:00000001000000b749:1:c STOCK:00000001000000b749:1:l STOCK:00000001000000b749:1:n STOCK:00000001000000b749:1:o STOCK:00000001000000b749:1:p STOCK:00000001000000b749:1:q STOCK:00000001000000315f:1:c STOCK:00000001000000315f:1:l STOCK:00000001000000315f:1:n STOCK:00000001000000315f:1:o
STOCK:00000001000000e6bf:1:c STOCK:00000001000000e6bf:1:l STOCK:00000001000000e6bf:1:n STOCK:00000001000000e6bf:1:o STOCK:00000001000000e6bf:1:p STOCK:00000001000000e6bf:1:q STOCK:00000001000000b749:1:c STOCK:00000001000000b749:1:l STOCK:00000001000000b749:1:n STOCK:00000001000000b749:1:o STOCK:00000001000000b749:1:p STOCK:00000001000000b749:1:q STOCK:00000001000000315f:1:c STOCK:00000001000000315f:1:l STOCK:00000001000000315f:1:n
STOCK:00000001000001055e:1:q STOCK:00000001000000e6bf:1:c STOCK:00000001000000e6bf:1:l STOCK:00000001000000e6bf:1:n STOCK:00000001000000e6bf:1:o STOCK:00000001000000e6bf:1:p STOCK:00000001000000e6bf:1:q STOCK:00000001000000b749:1:c STOCK:00000001000000b749:1:l STOCK:00000001000000b749:1:n STOCK:00000001000000b749:1:o STOCK:00000001000000b749:1:p STOCK:00000001000000b749:1:q STOCK:00000001000000315f:1:c STOCK:00000001000000315f:1:l
STOCK:00000001000001055e:1:p STOCK:00000001000001055e:1:q STOCK:00000001000000e6bf:1:c STOCK:00000001000000e6bf:1:l STOCK:00000001000000e6bf:1:n STOCK:00000001000000e6bf:1:o STOCK:00000001000000e6bf:1:p STOCK:00000001000000e6bf:1:q STOCK:00000001000000b749:1:c STOCK:00000001000000b749:1:l STOCK:00000001000000b749:1:n STOCK:00000001000000b749:1:o STOCK:00000001000000b749:1:p STOCK:00000001000000b749:1:q STOCK:00000001000000315f:1:c
STOCK:00000001000001055e:1:o STOCK:00000001000001055e:1:p STOCK:00000001000001055e:1:q STOCK:00000001000000e6bf:1:c STOCK:00000001000000e6bf:1:l STOCK:00000001000000e6bf:1:n STOCK:00000001000000e6bf:1:o STOCK:00000001000000e6bf:1:p STOCK:00000001000000e6bf:1:q STOCK:00000001000000b749:1:c STOCK:00000001000000b749:1:l STOCK:00000001000000b749:1:n STOCK:00000001000000b749:1:o STOCK:00000001000000b749:1:p STOCK:00000001000000b749:1:q
STOCK:00000001000001055e:1:n STOCK:00000001000001055e:1:o STOCK:00000001000001055e:1:p STOCK:00000001000001055e:1:q STOCK:00000001000000e6bf:1:c STOCK:00000001000000e6bf:1:l STOCK:00000001000000e6bf:1:n STOCK:00000001000000e6bf:1:o STOCK:00000001000000e6bf:1:p STOCK:00000001000000e6bf:1:q STOCK:00000001000000b749:1:c STOCK:00000001000000b749:1:l STOCK:00000001000000b749:1:n STOCK:00000001000000b749:1:o STOCK:00000001000000b749:1:p
STOCK:00000001000001055e:1:l STOCK:00000001000001055e:1:n STOCK:00000001000001055e:1:o STOCK:00000001000001055e:1:p STOCK:00000001000001055e:1:q STOCK:00000001000000e6bf:1:c STOCK:00000001000000e6bf:1:l STOCK:00000001000000e6bf:1:n STOCK:00000001000000e6bf:1:o STOCK:00000001000000e6bf:1:p STOCK:00000001000000e6bf:1:q STOCK:00000001000000b749:1:c STOCK:00000001000000b749:1:l STOCK:00000001000000b749:1:n STOCK:00000001000000b749:1:o
STOCK:00000001000001055e:1:c STOCK:00000001000001055e:1:l STOCK:00000001000001055e:1:n STOCK:00000001000001055e:1:o STOCK:00000001000001055e:1:p STOCK:00000001000001055e:1:q STOCK:00000001000000e6bf:1:c STOCK:00000001000000e6bf:1:l STOCK:00000001000000e6bf:1:n STOCK:00000001000000e6bf:1:o STOCK:00000001000000e6bf:1:p STOCK:00000001000000e6bf:1:q STOCK:00000001000000b749:1:c STOCK:00000001000000b749:1:l STOCK:00000001000000b749:1:n
CUSTOMER:00000001000000000900000007a7:1:p STOCK:00000001000001055e:1:c STOCK:00000001000001055e:1:l STOCK:00000001000001055e:1:n STOCK:00000001000001055e:1:o STOCK:00000001000001055e:1:p STOCK:00000001000001055e:1:q STOCK:00000001000000e6bf:1:c STOCK:00000001000000e6bf:1:l STOCK:00000001000000e6bf:1:n STOCK:00000001000000e6bf:1:o STOCK:00000001000000e6bf:1:p STOCK:00000001000000e6bf:1:q STOCK:00000001000000b749:1:c STOCK:00000001000000b749:1:l
CUSTOMER:00000001000000000900000007a7:1:n CUSTOMER:00000001000000000900000007a7:1:p STOCK:00000001000001055e:1:c STOCK:00000001000001055e:1:l STOCK:00000001000001055e:1:n STOCK:00000001000001055e:1:o STOCK:00000001000001055e:1:p STOCK:00000001000001055e:1:q STOCK:00000001000000e6bf:1:c STOCK:00000001000000e6bf:1:l STOCK:00000001000000e6bf:1:n STOCK:00000001000000e6bf:1:o STOCK:00000001000000e6bf:1:p STOCK:00000001000000e6bf:1:q STOCK:00000001000000b749:1:c
DISTRICT:000000010000000002:1:k CUSTOMER:000000010000000002000000052c:1:f CUSTOMER:000000010000000002000000052c:1:n CUSTOMER:000000010000000002000000052c:1:p STOCK:00000001000000a57f:1:c STOCK:00000001000000a57f:1:e STOCK:00000001000000a57f:1:n STOCK:00000001000000a57f:1:o STOCK:00000001000000a57f:1:p STOCK:00000001000000a57f:1:q STOCK:00000001000000645f:1:c STOCK:00000001000000645f:1:e STOCK:00000001000000645f:1:n STOCK:00000001000000645f:1:o STOCK:00000001000000645f:1:p
CUSTOMER:00000001000000000900000007a7:1:f CUSTOMER:00000001000000000900000007a7:1:n CUSTOMER:00000001000000000900000007a7:1:p STOCK:00000001000001055e:1:c STOCK:00000001000001055e:1:l STOCK:00000001000001055e:1:n STOCK:00000001000001055e:1:o STOCK:00000001000001055e:1:p STOCK:00000001000001055e:1:q STOCK:00000001000000e6bf:1:c STOCK:00000001000000e6bf:1:l STOCK:00000001000000e6bf:1:n STOCK:00000001000000e6bf:1:o STOCK:00000001000000e6bf:1:p STOCK:00000001000000e6bf:1:q
ITEM:0001436b:1:c ITEM:0001436b:1:d ITEM:0001436b:1:e ITEM:00005175:1:c ITEM:00005175:1:d ITEM:00005175:1:e ITEM:00001f7e:1:c ITEM:00001f7e:1:d ITEM:00001f7e:1:e ITEM:0000b47e:1:c ITEM:0000b47e:1:d ITEM:0000b47e:1:e ITEM:0000b61a:1:c ITEM:0000b61a:1:d ITEM:0000b61a:1:e
ITEM:000082ee:1:e ITEM:0001436b:1:c ITEM:0001436b:1:d ITEM:0001436b:1:e ITEM:00005175:1:c ITEM:00005175:1:d ITEM:00005175:1:e ITEM:00001f7e:1:c ITEM:00001f7e:1:d ITEM:00001f7e:1:e ITEM:0000b47e:1:c ITEM:0000b47e:1:d ITEM:0000b47e:1:e ITEM:0000b61a:1:c ITEM:0000b61a:1:d
ITEM:000082ee:1:d ITEM:000082ee:1:e ITEM:0001436b:1:c ITEM:0001436b:1:d ITEM:0001436b:1:e ITEM:00005175:1:c ITEM:00005175:1:d ITEM:00005175:1:e ITEM:00001f7e:1:c ITEM:00001f7e:1:d ITEM:00001f7e:1:e ITEM:0000b47e:1:c ITEM:0000b47e:1:d ITEM:0000b47e:1:e ITEM:0000b61a:1:c
ITEM:000082ee:1:c ITEM:000082ee:1:d ITEM:000082ee:1:e ITEM:0001436b:1:c ITEM:0001436b:1:d ITEM:0001436b:1:e ITEM:00005175:1:c ITEM:00005175:1:d ITEM:00005175:1:e ITEM:00001f7e:1:c ITEM:00001f7e:1:d ITEM:00001f7e:1:e ITEM:0000b47e:1:c ITEM:0000b47e:1:d ITEM:0000b47e:1:e
ITEM:00002577:1:e ITEM:000082ee:1:c ITEM:000082ee:1:d ITEM:000082ee:1:e ITEM:0001436b:1:c ITEM:0001436b:1:d ITEM:0001436b:1:e ITEM:00005175:1:c ITEM:00005175:1:d ITEM:00005175:1:e ITEM:00001f7e:1:c ITEM:00001f7e:1:d ITEM:00001f7e:1:e ITEM:0000b47e:1:c ITEM:0000b47e:1:d
ITEM:00002577:1:d ITEM:00002577:1:e ITEM:000082ee:1:c ITEM:000082ee:1:d ITEM:000082ee:1:e ITEM:0001436b:1:c ITEM:0001436b:1:d ITEM:0001436b:1:e ITEM:00005175:1:c ITEM:00005175:1:d ITEM:00005175:1:e ITEM:00001f7e:1:c ITEM:00001f7e:1:d ITEM:00001f7e:1:e ITEM:0000b47e:1:c
ITEM:00002577:1:c ITEM:00002577:1:d ITEM:00002577:1:e ITEM:000082ee:1:c ITEM:000082ee:1:d ITEM:000082ee:1:e ITEM:0001436b:1:c ITEM:0001436b:1:d ITEM:0001436b:1:e ITEM:00005175:1:c ITEM:00005175:1:d ITEM:00005175:1:e ITEM:00001f7e:1:c ITEM:00001f7e:1:d ITEM:00001f7e:1:e
ITEM:00004f5f:1:e ITEM:00002577:1:c ITEM:00002577:1:d ITEM:00002577:1:e ITEM:000082ee:1:c ITEM:000082ee:1:d ITEM:000082ee:1:e ITEM:0001436b:1:c ITEM:0001436b:1:d ITEM:0001436b:1:e ITEM:00005175:1:c ITEM:00005175:1:d ITEM:00005175:1:e ITEM:00001f7e:1:c ITEM:00001f7e:1:d
ITEM:00004f5f:1:d ITEM:00004f5f:1:e ITEM:00002577:1:c ITEM:00002577:1:d ITEM:00002577:1:e ITEM:000082ee:1:c ITEM:000082ee:1:d ITEM:000082ee:1:e ITEM:0001436b:1:c ITEM:0001436b:1:d ITEM:0001436b:1:e ITEM:00005175:1:c ITEM:00005175:1:d ITEM:00005175:1:e ITEM:00001f7e:1:c
ITEM:00004f5f:1:c ITEM:00004f5f:1:d ITEM:00004f5f:1:e ITEM:00002577:1:c ITEM:00002577:1:d ITEM:00002577:1:e ITEM:000082ee:1:c ITEM:000082ee:1:d ITEM:000082ee:1:e ITEM:0001436b:1:c ITEM:0001436b:1:d ITEM:0001436b:1:e ITEM:00005175:1:c ITEM:00005175:1:d ITEM:00005175:1:e
